"Country"	"variable"	"value"	"Year"
"Belize"	"Number of adults (thousands) with obesity BMI 30+"	42,567	"2014"
"Benin"	"Number of adults (thousands) with obesity BMI 30+"	405,498	"2014"
"Bhutan"	"Number of adults (thousands) with obesity BMI 30+"	28,762	"2014"
"Bolivia"	"Number of adults (thousands) with obesity BMI 30+"	1068,596	"2014"
"Bosnia and Herzegovina"	"Number of adults (thousands) with obesity BMI 30+"	461,001	"2014"
"Botswana"	"Number of adults (thousands) with obesity BMI 30+"	249,188	"2014"
"Brazil"	"Number of adults (thousands) with obesity BMI 30+"	28985,691	"2014"
"Brunei Darussalam"	"Number of adults (thousands) with obesity BMI 30+"	47,692	"2014"
"Bulgaria"	"Number of adults (thousands) with obesity BMI 30+"	1232,28	"2014"
"Burkina Faso"	"Number of adults (thousands) with obesity BMI 30+"	427,19	"2014"
"Burundi"	"Number of adults (thousands) with obesity BMI 30+"	151,766	"2014"
"Cabo Verde"	"Number of adults (thousands) with obesity BMI 30+"	37,995	"2014"
"Cambodia"	"Number of adults (thousands) with obesity BMI 30+"	258,873	"2014"
"Cameroon"	"Number of adults (thousands) with obesity BMI 30+"	1084,141	"2014"
"Canada"	"Number of adults (thousands) with obesity BMI 30+"	7698,103	"2014"
"Central African Republic"	"Number of adults (thousands) with obesity BMI 30+"	112,677	"2014"
"Chad"	"Number of adults (thousands) with obesity BMI 30+"	374,444	"2014"
"Chile"	"Number of adults (thousands) with obesity BMI 30+"	3697,456	"2014"
"China"	"Number of adults (thousands) with obesity BMI 30+"	81898,806	"2014"
"Colombia"	"Number of adults (thousands) with obesity BMI 30+"	6487,136	"2014"
"Comoros"	"Number of adults (thousands) with obesity BMI 30+"	24,44	"2014"
"Congo, Rep."	"Number of adults (thousands) with obesity BMI 30+"	197,955	"2014"
"Costa Rica"	"Number of adults (thousands) with obesity BMI 30+"	779,475	"2014"
"Cote d'Ivoire"	"Number of adults (thousands) with obesity BMI 30+"	917,44	"2014"
"Croatia"	"Number of adults (thousands) with obesity BMI 30+"	687,625	"2014"
"Cyprus"	"Number of adults (thousands) with obesity BMI 30+"	207,102	"2014"
"Czech Republic"	"Number of adults (thousands) with obesity BMI 30+"	2026,181	"2014"
"Congo, Dem. Rep."	"Number of adults (thousands) with obesity BMI 30+"	1537,196	"2014"
"Denmark"	"Number of adults (thousands) with obesity BMI 30+"	821,913	"2014"
"Djibouti"	"Number of adults (thousands) with obesity BMI 30+"	44,95	"2014"
"Dominican Republic"	"Number of adults (thousands) with obesity BMI 30+"	1404,885	"2014"
"Ecuador"	"Number of adults (thousands) with obesity BMI 30+"	1861,965	"2014"
"Egypt, Arab Rep."	"Number of adults (thousands) with obesity BMI 30+"	15938,518	"2014"
"El Salvador"	"Number of adults (thousands) with obesity BMI 30+"	824,554	"2014"
"Equatorial Guinea"	"Number of adults (thousands) with obesity BMI 30+"	60,198	"2014"
"Estonia"	"Number of adults (thousands) with obesity BMI 30+"	213,221	"2014"
"Ethiopia"	"Number of adults (thousands) with obesity BMI 30+"	1652,007	"2014"
"Fiji"	"Number of adults (thousands) with obesity BMI 30+"	165,721	"2014"
"Finland"	"Number of adults (thousands) with obesity BMI 30+"	881,726	"2014"
"France"	"Number of adults (thousands) with obesity BMI 30+"	10618,653	"2014"
"Gabon"	"Number of adults (thousands) with obesity BMI 30+"	134,499	"2014"
"Gambia, The"	"Number of adults (thousands) with obesity BMI 30+"	76,626	"2014"
"Georgia"	"Number of adults (thousands) with obesity BMI 30+"	601,846	"2014"
"Germany"	"Number of adults (thousands) with obesity BMI 30+"	13933,277	"2014"
"Ghana"	"Number of adults (thousands) with obesity BMI 30+"	1630,973	"2014"
"Greece"	"Number of adults (thousands) with obesity BMI 30+"	2068,372	"2014"
"Grenada"	"Number of adults (thousands) with obesity BMI 30+"	15,655	"2014"
"Guatemala"	"Number of adults (thousands) with obesity BMI 30+"	1591,246	"2014"
"Guinea"	"Number of adults (thousands) with obesity BMI 30+"	358,074	"2014"
"Guinea-Bissau"	"Number of adults (thousands) with obesity BMI 30+"	60,408	"2014"
"Guyana"	"Number of adults (thousands) with obesity BMI 30+"	97,6	"2014"
"Haiti"	"Number of adults (thousands) with obesity BMI 30+"	708,347	"2014"
"Honduras"	"Number of adults (thousands) with obesity BMI 30+"	810,761	"2014"
"Hungary"	"Number of adults (thousands) with obesity BMI 30+"	1740,613	"2014"
"Iceland"	"Number of adults (thousands) with obesity BMI 30+"	49,026	"2014"
"India"	"Number of adults (thousands) with obesity BMI 30+"	29487,01	"2014"
"Indonesia"	"Number of adults (thousands) with obesity BMI 30+"	9247,89	"2014"
"Iraq"	"Number of adults (thousands) with obesity BMI 30+"	4300,746	"2014"
"Ireland"	"Number of adults (thousands) with obesity BMI 30+"	869,948	"2014"
"Israel"	"Number of adults (thousands) with obesity BMI 30+"	1295,451	"2014"
"Italy"	"Number of adults (thousands) with obesity BMI 30+"	10503,387	"2014"
"Jamaica"	"Number of adults (thousands) with obesity BMI 30+"	443,941	"2014"
"Japan"	"Number of adults (thousands) with obesity BMI 30+"	3429,153	"2014"
"Jordan"	"Number of adults (thousands) with obesity BMI 30+"	1262,712	"2014"
"Kazakhstan"	"Number of adults (thousands) with obesity BMI 30+"	2640,577	"2014"
"Kenya"	"Number of adults (thousands) with obesity BMI 30+"	1511,479	"2014"
"Kiribati"	"Number of adults (thousands) with obesity BMI 30+"	23,928	"2014"
"Kuwait"	"Number of adults (thousands) with obesity BMI 30+"	987,845	"2014"
"Kyrgyz Republic"	"Number of adults (thousands) with obesity BMI 30+"	494,156	"2014"
"Lao PDR"	"Number of adults (thousands) with obesity BMI 30+"	122,916	"2014"
"Latvia"	"Number of adults (thousands) with obesity BMI 30+"	373,062	"2014"
"Lebanon"	"Number of adults (thousands) with obesity BMI 30+"	1056,498	"2014"
"Lesotho"	"Number of adults (thousands) with obesity BMI 30+"	167,448	"2014"
"Liberia"	"Number of adults (thousands) with obesity BMI 30+"	148,044	"2014"
"Lithuania"	"Number of adults (thousands) with obesity BMI 30+"	590,891	"2014"
"Luxembourg"	"Number of adults (thousands) with obesity BMI 30+"	94,56	"2014"
"Macedonia, FYR"	"Number of adults (thousands) with obesity BMI 30+"	285,083	"2014"
"Madagascar"	"Number of adults (thousands) with obesity BMI 30+"	533,241	"2014"
"Malawi"	"Number of adults (thousands) with obesity BMI 30+"	355,48	"2014"
"Malaysia"	"Number of adults (thousands) with obesity BMI 30+"	2681,382	"2014"
"Maldives"	"Number of adults (thousands) with obesity BMI 30+"	18,584	"2014"
"Mali"	"Number of adults (thousands) with obesity BMI 30+"	514,004	"2014"
"Malta"	"Number of adults (thousands) with obesity BMI 30+"	89,993	"2014"
"Mauritius"	"Number of adults (thousands) with obesity BMI 30+"	158,32	"2014"
"Mexico"	"Number of adults (thousands) with obesity BMI 30+"	22115,306	"2014"
"Micronesia, Fed. Sts."	"Number of adults (thousands) with obesity BMI 30+"	22,653	"2014"
"Moldova"	"Number of adults (thousands) with obesity BMI 30+"	499,688	"2014"
"Mongolia"	"Number of adults (thousands) with obesity BMI 30+"	302,664	"2014"
"Montenegro"	"Number of adults (thousands) with obesity BMI 30+"	89,73	"2014"
"Morocco"	"Number of adults (thousands) with obesity BMI 30+"	4602,104	"2014"
"Mozambique"	"Number of adults (thousands) with obesity BMI 30+"	592,395	"2014"
"Namibia"	"Number of adults (thousands) with obesity BMI 30+"	205,44	"2014"
"Nepal"	"Number of adults (thousands) with obesity BMI 30+"	591,15	"2014"
"Netherlands"	"Number of adults (thousands) with obesity BMI 30+"	2422,646	"2014"
"New Zealand"	"Number of adults (thousands) with obesity BMI 30+"	955,996	"2014"
"Nicaragua"	"Number of adults (thousands) with obesity BMI 30+"	686,294	"2014"
"Niger"	"Number of adults (thousands) with obesity BMI 30+"	329,113	"2014"
"Nigeria"	"Number of adults (thousands) with obesity BMI 30+"	8341,88	"2014"
"Norway"	"Number of adults (thousands) with obesity BMI 30+"	901,774	"2014"
"Oman"	"Number of adults (thousands) with obesity BMI 30+"	792,653	"2014"
"Pakistan"	"Number of adults (thousands) with obesity BMI 30+"	6151,189	"2014"
"Panama"	"Number of adults (thousands) with obesity BMI 30+"	620,735	"2014"
"Paraguay"	"Number of adults (thousands) with obesity BMI 30+"	711,252	"2014"
"Peru"	"Number of adults (thousands) with obesity BMI 30+"	3945,642	"2014"
"Philippines"	"Number of adults (thousands) with obesity BMI 30+"	3173,647	"2014"
"Poland"	"Number of adults (thousands) with obesity BMI 30+"	7133,158	"2014"
"Portugal"	"Number of adults (thousands) with obesity BMI 30+"	1646,148	"2014"
"Qatar"	"Number of adults (thousands) with obesity BMI 30+"	629,036	"2014"
"Romania"	"Number of adults (thousands) with obesity BMI 30+"	3199,301	"2014"
"Russian Federation"	"Number of adults (thousands) with obesity BMI 30+"	26323,088	"2014"
"Rwanda"	"Number of adults (thousands) with obesity BMI 30+"	217,85	"2014"
"St. Lucia"	"Number of adults (thousands) with obesity BMI 30+"	29,592	"2014"
"St. Vincent and the Grenadines"	"Number of adults (thousands) with obesity BMI 30+"	15,946	"2014"
"Samoa"	"Number of adults (thousands) with obesity BMI 30+"	45,712	"2014"
"Sao Tome and Principe"	"Number of adults (thousands) with obesity BMI 30+"	9,612	"2014"
"Saudi Arabia"	"Number of adults (thousands) with obesity BMI 30+"	6436,118	"2014"
"Senegal"	"Number of adults (thousands) with obesity BMI 30+"	590,33	"2014"
"Serbia"	"Number of adults (thousands) with obesity BMI 30+"	1223,121	"2014"
"Seychelles"	"Number of adults (thousands) with obesity BMI 30+"	15	"2014"
"Sierra Leone"	"Number of adults (thousands) with obesity BMI 30+"	229,166	"2014"
"Singapore"	"Number of adults (thousands) with obesity BMI 30+"	282,452	"2014"
"Slovakia"	"Number of adults (thousands) with obesity BMI 30+"	912,336	"2014"
"Slovenia"	"Number of adults (thousands) with obesity BMI 30+"	344,427	"2014"
"Solomon Islands"	"Number of adults (thousands) with obesity BMI 30+"	50,59	"2014"
"South Africa"	"Number of adults (thousands) with obesity BMI 30+"	8808,093	"2014"
"South Korea"	"Number of adults (thousands) with obesity BMI 30+"	2081,1	"2014"
"Spain"	"Number of adults (thousands) with obesity BMI 30+"	8823,677	"2014"
"Sri Lanka"	"Number of adults (thousands) with obesity BMI 30+"	878,346	"2014"
"Sudan"	"Number of adults (thousands) with obesity BMI 30+"	1521,624	"2014"
"Suriname"	"Number of adults (thousands) with obesity BMI 30+"	88,156	"2014"
"Swaziland"	"Number of adults (thousands) with obesity BMI 30+"	111,248	"2014"
"Sweden"	"Number of adults (thousands) with obesity BMI 30+"	1502,164	"2014"
"Switzerland"	"Number of adults (thousands) with obesity BMI 30+"	1271,958	"2014"
"Tajikistan"	"Number of adults (thousands) with obesity BMI 30+"	561,868	"2014"
"Tanzania"	"Number of adults (thousands) with obesity BMI 30+"	1548,711	"2014"
"Thailand"	"Number of adults (thousands) with obesity BMI 30+"	4479,156	"2014"
"Timor-Leste"	"Number of adults (thousands) with obesity BMI 30+"	10,84	"2014"
"Togo"	"Number of adults (thousands) with obesity BMI 30+"	251,391	"2014"
"Tonga"	"Number of adults (thousands) with obesity BMI 30+"	26,79	"2014"
"Trinidad and Tobago"	"Number of adults (thousands) with obesity BMI 30+"	274,323	"2014"
"Tunisia"	"Number of adults (thousands) with obesity BMI 30+"	1869,388	"2014"
"Turkey"	"Number of adults (thousands) with obesity BMI 30+"	14933,618	"2014"
"Turkmenistan"	"Number of adults (thousands) with obesity BMI 30+"	637,252	"2014"
"Uganda"	"Number of adults (thousands) with obesity BMI 30+"	680,258	"2014"
"Ukraine"	"Number of adults (thousands) with obesity BMI 30+"	7286,944	"2014"
"United Arab Emirates"	"Number of adults (thousands) with obesity BMI 30+"	2282,7	"2014"
"United Kingdom"	"Number of adults (thousands) with obesity BMI 30+"	13414,538	"2014"
"United States"	"Number of adults (thousands) with obesity BMI 30+"	81238,212	"2014"
"Uruguay"	"Number of adults (thousands) with obesity BMI 30+"	669,916	"2014"
"Uzbekistan"	"Number of adults (thousands) with obesity BMI 30+"	2872,647	"2014"
"Vanuatu"	"Number of adults (thousands) with obesity BMI 30+"	31,924	"2014"
"Vietnam"	"Number of adults (thousands) with obesity BMI 30+"	1578,205	"2014"
"Yemen, Rep."	"Number of adults (thousands) with obesity BMI 30+"	1760,766	"2014"
"Zambia"	"Number of adults (thousands) with obesity BMI 30+"	583,046	"2014"
"Zimbabwe"	"Number of adults (thousands) with obesity BMI 30+"	974,468	"2014"
"Afghanistan"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	4,5	"2025"
"Albania"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	3,8	"2025"
"Algeria"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	50,7	"2025"
"Angola"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	14,9	"2025"
"Antigua and Barbuda"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	0,3	"2025"
"Argentina"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	169,2	"2025"
"Armenia"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	5,6	"2025"
"Australia"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	187,9	"2025"
"Austria"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	36,8	"2025"
"Azerbaijan"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	14,3	"2025"
"Bahamas, The"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	2,6	"2025"
"Bahrain"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	4,3	"2025"
"Bangladesh"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	35,9	"2025"
"Barbados"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	1,6	"2025"
"Belarus"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	17,1	"2025"
"Belgium"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	51,8	"2025"
"Belize"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	0,8	"2025"
"Benin"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	4,7	"2025"
"Bhutan"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	0,3	"2025"
"Bolivia"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	14,9	"2025"
"Bosnia and Herzegovina"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	5,7	"2025"
"Botswana"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	3,2	"2025"
"Brazil"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	506,6	"2025"
"Brunei Darussalam"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	0,6	"2025"
"Bulgaria"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	14,9	"2025"
"Burkina Faso"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	4,7	"2025"
"Burundi"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	1,8	"2025"
"Cabo Verde"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	0,6	"2025"
"Cambodia"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	2,7	"2025"
"Cameroon"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	13,3	"2025"
"Canada"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	237,3	"2025"
"Central African Republic"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	1,9	"2025"
"Chad"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	4,2	"2025"
"Chile"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	66,9	"2025"
"China"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	1433,2	"2025"
"Colombia"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	89,5	"2025"
"Comoros"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	0,4	"2025"
"Congo, Rep."	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	1,8	"2025"
"Costa Rica"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	17,7	"2025"
"Cote d'Ivoire"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	11,5	"2025"
"Croatia"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	11,2	"2025"
"Cyprus"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	4,8	"2025"
"Czech Republic"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	33,2	"2025"
"Congo, Dem. Rep."	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	28,2	"2025"
"Denmark"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	28	"2025"
"Djibouti"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	0,8	"2025"
"Dominican Republic"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	20,1	"2025"
"Ecuador"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	31,7	"2025"
"Egypt, Arab Rep."	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	166,3	"2025"
"El Salvador"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	12,7	"2025"
"Equatorial Guinea"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	0,7	"2025"
"Estonia"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	4	"2025"
"Ethiopia"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	19,8	"2025"
"Fiji"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	2,8	"2025"
"Finland"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	27,8	"2025"
"France"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	296,5	"2025"
"Gabon"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	1,7	"2025"
"Gambia, The"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	0,7	"2025"
"Georgia"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	7,4	"2025"
"Germany"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	376,2	"2025"
"Ghana"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	16,7	"2025"
"Greece"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	44,5	"2025"
"Grenada"	"Cost (US$ Millions) to reduce number of adults with obesity by 1%"	0,3	"2025"
